student_id,physics_marks,math_marks,english_marks,average_marks,time_physics_pct,time_math_pct,time_english_pct,number_of_attempts,university_choices,admission_status,admitted_university,preferred_field,region_preference,university_difficulty_index
ST06778,49.0,55.4,35.9,46.99,1.0,1.0,0.887,1,['NUST'],No,None,Medicine,Sindh,7.0
ST06779,40.8,60.5,34.6,44.85,0.858,0.934,0.844,3,['NUST'],No,None,Medicine,Balochistan,7.0
ST06780,53.4,83.4,30.0,55.38,0.964,0.988,0.963,2,['NUST'],No,None,Medicine,Balochistan,7.0
ST06781,49.5,83.1,19.6,56.96,0.82,0.934,0.946,2,"['FAST', 'GIKI', 'NUST']",Yes,FAST,Engineering,Sindh,6.0
ST06782,49.3,79.5,34.8,54.01,1.0,1.0,0.999,1,['NUST'],Yes,NUST,Medicine,Sindh,7.0
ST06783,40.4,56.8,23.0,39.18,1.0,1.0,1.0,1,['COMSATS'],No,None,Business,Sindh,6.0
ST06784,46.9,71.0,38.9,51.73,0.863,1.0,1.0,2,['NUST'],Yes,NUST,Medicine,Balochistan,7.0
ST06785,50.9,90.8,22.2,61.12,1.0,1.0,0.955,1,"['UET', 'NUST', 'GIKI']",Yes,UET,Engineering,KPK,6.5
ST06786,46.6,86.7,37.3,64.79,0.995,1.0,1.0,3,"['GIKI', 'NUST', 'FAST']",Yes,GIKI,CS,GB,7.8
ST06787,58.1,60.1,33.2,51.23,1.0,0.793,1.0,1,['NUST'],Yes,NUST,Medicine,KPK,7.0
ST06788,27.8,52.8,36.9,40.19,1.0,0.986,1.0,2,['COMSATS'],No,None,Business,GB,6.0
ST06789,26.7,62.1,35.2,42.49,0.884,1.0,0.929,1,['COMSATS'],No,None,Business,Sindh,6.0
ST06790,49.2,71.0,19.0,51.88,1.0,1.0,0.849,2,"['FAST', 'UET', 'GIKI']",No,None,Engineering,Sindh,6.0
ST06791,28.8,83.8,20.4,54.62,1.0,1.0,1.0,2,"['FAST', 'GIKI', 'NUST']",Yes,FAST,CS,GB,6.0
ST06792,48.2,61.8,39.4,49.64,1.0,1.0,1.0,3,['NUST'],Yes,NUST,Medicine,GB,7.0
ST06793,46.1,71.4,36.3,50.75,0.962,0.953,0.829,3,['NUST'],No,None,Medicine,Balochistan,7.0
ST06794,42.1,65.3,33.5,46.78,1.0,0.954,0.975,1,['COMSATS'],No,None,Business,Balochistan,6.0
ST06795,44.1,68.5,30.3,51.1,1.0,0.844,1.0,3,"['FAST', 'UET', 'GIKI']",Yes,FAST,Engineering,GB,6.0
ST06796,50.3,83.6,15.0,59.89,1.0,1.0,1.0,3,"['FAST', 'COMSATS', 'GIKI']",Yes,FAST,CS,Sindh,6.0
ST06797,43.0,80.5,18.2,53.04,0.949,1.0,0.871,2,"['FAST', 'NUST', 'GIKI']",No,None,Engineering,Punjab,6.0
ST06798,52.8,90.1,28.6,66.61,0.926,0.911,1.0,2,"['GIKI', 'COMSATS', 'FAST']",Yes,GIKI,CS,GB,7.8
ST06799,38.2,55.0,38.1,44.04,1.0,0.856,1.0,3,['COMSATS'],No,None,Business,Balochistan,6.0
ST06800,35.8,66.5,33.6,50.71,1.0,1.0,1.0,1,"['FAST', 'NUST', 'COMSATS']",No,None,CS,Punjab,6.0
ST06801,31.1,51.8,26.5,36.51,1.0,0.897,0.915,1,['COMSATS'],Yes,COMSATS,Business,GB,6.0
ST06802,39.7,69.5,35.8,47.47,0.909,1.0,1.0,2,['NUST'],No,None,Medicine,KPK,7.0
ST06803,44.2,90.3,25.2,58.84,1.0,0.9,0.943,1,"['NUST', 'UET', 'GIKI']",Yes,NUST,Engineering,Balochistan,7.0
ST06804,45.8,74.2,15.6,51.12,0.971,1.0,0.995,1,"['FAST', 'NUST', 'UET']",No,None,Engineering,KPK,6.0
ST06805,47.8,76.9,39.4,54.01,0.96,0.979,0.871,3,['NUST'],No,None,Medicine,Balochistan,7.0
ST06806,37.2,78.5,22.4,50.76,0.929,0.998,1.0,1,"['NUST', 'FAST', 'UET']",Yes,NUST,Engineering,KPK,7.0
ST06807,52.2,68.9,30.4,50.67,1.0,1.0,1.0,2,['NUST'],No,None,Medicine,KPK,7.0
ST06808,44.1,65.5,20.3,43.38,1.0,1.0,0.962,3,['NUST'],No,None,Medicine,KPK,7.0
ST06809,27.1,72.3,37.7,47.16,0.847,0.879,0.936,2,['COMSATS'],Yes,COMSATS,Business,Sindh,6.0
ST06810,31.7,69.8,39.2,45.38,1.0,0.973,1.0,3,['NUST'],No,None,Medicine,Balochistan,7.0
ST06811,49.0,61.8,35.4,48.76,0.91,0.915,0.981,3,['NUST'],Yes,NUST,Medicine,Punjab,7.0
ST06812,35.6,97.6,33.3,66.14,0.854,0.972,1.0,2,"['COMSATS', 'FAST', 'NUST']",Yes,COMSATS,CS,KPK,6.0
ST06813,25.8,51.3,33.8,35.85,0.935,0.945,1.0,1,['NUST'],No,None,Medicine,Punjab,7.0
ST06814,35.2,96.8,22.0,63.36,1.0,0.882,0.859,1,"['COMSATS', 'GIKI', 'NUST']",Yes,COMSATS,CS,KPK,6.0
ST06815,37.2,93.1,36.1,64.93,1.0,0.963,1.0,2,"['FAST', 'GIKI', 'NUST']",Yes,FAST,CS,Punjab,6.0
ST06816,59.5,69.9,30.9,54.04,0.906,0.943,1.0,2,['NUST'],No,None,Medicine,KPK,7.0
ST06817,40.6,84.4,19.2,58.22,1.0,1.0,1.0,3,"['FAST', 'COMSATS', 'NUST']",No,None,CS,Balochistan,6.0
ST06818,41.1,87.1,19.0,55.08,1.0,1.0,1.0,1,"['UET', 'FAST', 'GIKI']",Yes,UET,Engineering,Balochistan,6.5
ST06819,42.9,73.5,32.2,48.87,1.0,1.0,0.924,3,['NUST'],No,None,Medicine,Punjab,7.0
ST06820,52.9,73.7,31.8,52.81,0.848,1.0,0.89,3,['NUST'],No,None,Medicine,Balochistan,7.0
ST06821,22.5,80.1,16.2,50.04,1.0,1.0,0.995,3,"['GIKI', 'NUST', 'COMSATS']",No,None,CS,KPK,7.8
ST06822,58.4,91.2,14.0,62.64,0.973,0.847,0.998,3,"['GIKI', 'FAST', 'NUST']",Yes,GIKI,Engineering,Sindh,7.8
ST06823,42.9,78.1,30.3,54.46,1.0,0.875,1.0,1,"['GIKI', 'UET', 'FAST']",Yes,GIKI,Engineering,Punjab,7.8
ST06824,45.5,85.2,18.3,55.94,0.955,0.996,0.998,2,"['NUST', 'GIKI', 'FAST']",Yes,NUST,Engineering,KPK,7.0
ST06825,56.1,54.4,27.0,46.86,0.85,1.0,0.959,3,['NUST'],No,None,Medicine,Sindh,7.0
ST06826,23.3,91.6,27.6,58.31,1.0,1.0,1.0,1,"['FAST', 'GIKI', 'NUST']",Yes,FAST,CS,Punjab,6.0
ST06827,42.3,81.2,24.9,58.27,1.0,0.952,1.0,1,"['COMSATS', 'NUST', 'FAST']",Yes,COMSATS,CS,KPK,6.0
ST06828,35.1,62.8,28.7,42.24,0.953,0.949,0.961,2,['COMSATS'],No,None,Business,Balochistan,6.0
ST06829,27.3,60.7,28.0,37.53,0.936,1.0,0.973,2,['NUST'],No,None,Medicine,Punjab,7.0
ST06830,52.7,71.5,24.2,49.79,0.964,1.0,1.0,3,['NUST'],Yes,NUST,Medicine,Punjab,7.0
ST06831,39.7,69.5,32.7,50.22,1.0,0.925,0.948,1,"['FAST', 'UET', 'NUST']",No,None,Engineering,Punjab,6.0
ST06832,50.6,66.2,34.5,49.62,1.0,1.0,1.0,3,['COMSATS'],No,None,Business,KPK,6.0
ST06833,48.1,70.5,27.8,47.82,0.884,0.935,1.0,3,['COMSATS'],No,None,Business,KPK,6.0
ST06834,30.9,61.2,17.1,40.26,0.991,1.0,1.0,3,"['FAST', 'GIKI', 'UET']",Yes,FAST,Engineering,GB,6.0
ST06835,59.6,93.3,31.8,67.52,0.892,0.993,0.814,2,"['NUST', 'UET', 'GIKI']",Yes,NUST,Engineering,Balochistan,7.0
ST06836,45.5,91.3,22.5,59.22,1.0,1.0,1.0,1,"['FAST', 'UET', 'NUST']",Yes,FAST,Engineering,KPK,6.0
ST06837,35.1,66.2,39.6,47.78,0.995,0.875,0.915,2,['COMSATS'],Yes,COMSATS,Business,Balochistan,6.0
ST06838,37.1,51.3,30.2,39.29,1.0,0.963,0.943,1,['NUST'],Yes,NUST,Medicine,Punjab,7.0
ST06839,44.2,84.0,29.8,57.24,1.0,0.952,1.0,1,"['NUST', 'GIKI', 'FAST']",Yes,NUST,Engineering,Balochistan,7.0
ST06840,36.6,52.6,39.1,43.2,1.0,0.966,1.0,2,['COMSATS'],No,None,Business,KPK,6.0
ST06841,55.9,75.4,27.0,53.08,1.0,1.0,0.96,2,['NUST'],Yes,NUST,Medicine,Sindh,7.0
ST06842,31.6,81.0,17.5,53.48,1.0,0.962,1.0,3,"['COMSATS', 'FAST', 'GIKI']",Yes,COMSATS,CS,Balochistan,6.0
ST06843,37.1,73.4,33.5,46.91,0.925,0.909,1.0,2,['NUST'],No,None,Medicine,Balochistan,7.0
ST06844,43.9,73.9,14.3,49.98,1.0,0.909,1.0,1,"['NUST', 'UET', 'GIKI']",No,None,Engineering,KPK,7.0
ST06845,36.1,76.8,30.1,47.94,1.0,0.88,1.0,3,['COMSATS'],Yes,COMSATS,Business,Balochistan,6.0
ST06846,45.9,81.6,16.2,57.81,1.0,0.953,0.931,2,"['COMSATS', 'GIKI', 'FAST']",Yes,COMSATS,CS,Sindh,6.0
ST06847,34.7,72.4,38.0,47.0,0.976,1.0,1.0,2,['NUST'],No,None,Medicine,KPK,7.0
ST06848,54.3,78.4,16.7,56.42,0.792,0.961,1.0,1,"['UET', 'FAST', 'GIKI']",No,None,Engineering,Balochistan,6.5
ST06849,37.5,87.4,25.4,60.03,0.896,1.0,1.0,2,"['COMSATS', 'NUST', 'FAST']",No,None,CS,Punjab,6.0
ST06850,29.3,59.4,32.8,41.24,1.0,0.86,0.87,2,['COMSATS'],No,None,Business,Balochistan,6.0
ST06851,52.7,60.8,37.5,49.46,0.922,1.0,1.0,3,['COMSATS'],No,None,Business,KPK,6.0
ST06852,48.4,53.8,31.5,43.53,1.0,1.0,0.96,3,['COMSATS'],No,None,Business,Punjab,6.0
ST06853,50.3,86.6,23.5,63.09,1.0,0.941,0.908,3,"['COMSATS', 'GIKI', 'NUST']",Yes,COMSATS,CS,Punjab,6.0
ST06854,44.7,64.4,23.3,44.19,1.0,0.859,1.0,1,['NUST'],Yes,NUST,Medicine,Balochistan,7.0
ST06855,26.7,69.7,32.1,41.22,1.0,1.0,1.0,1,['NUST'],No,None,Medicine,KPK,7.0
ST06856,38.4,67.4,30.2,44.64,0.92,1.0,0.988,1,['NUST'],No,None,Medicine,GB,7.0
ST06857,31.8,55.3,36.7,41.98,1.0,0.996,1.0,3,['COMSATS'],Yes,COMSATS,Business,KPK,6.0
ST06858,42.9,92.3,30.7,60.22,0.976,1.0,0.976,3,"['GIKI', 'NUST', 'UET']",Yes,GIKI,Engineering,Balochistan,7.8
ST06859,31.9,53.3,39.7,42.51,0.933,1.0,0.954,3,['COMSATS'],No,None,Business,KPK,6.0
ST06860,51.9,67.5,19.5,51.66,1.0,1.0,0.95,1,"['FAST', 'UET', 'GIKI']",Yes,FAST,Engineering,Punjab,6.0
ST06861,45.0,91.4,34.5,66.1,1.0,0.802,0.989,3,"['COMSATS', 'FAST', 'NUST']",Yes,COMSATS,CS,GB,6.0
ST06862,39.4,95.7,25.5,64.77,0.972,0.941,1.0,1,"['COMSATS', 'FAST', 'NUST']",Yes,COMSATS,CS,KPK,6.0
ST06863,49.3,64.5,30.7,48.28,1.0,1.0,0.923,2,['NUST'],No,None,Medicine,GB,7.0
ST06864,28.0,62.9,31.1,41.46,1.0,0.891,0.935,1,['COMSATS'],No,None,Business,KPK,6.0
ST06865,41.1,82.8,23.7,58.47,1.0,0.998,0.981,3,"['COMSATS', 'GIKI', 'NUST']",Yes,COMSATS,CS,GB,6.0
ST06866,31.6,66.4,37.8,46.26,0.982,1.0,0.966,2,['COMSATS'],No,None,Business,Punjab,6.0
ST06867,36.9,56.3,37.5,43.93,0.974,1.0,0.851,3,['COMSATS'],No,None,Business,Sindh,6.0
ST06868,46.6,73.6,18.2,51.72,0.917,1.0,1.0,2,"['NUST', 'FAST', 'GIKI']",Yes,NUST,Engineering,Balochistan,7.0
ST06869,43.0,86.9,17.6,59.87,0.999,1.0,1.0,2,"['NUST', 'COMSATS', 'GIKI']",Yes,NUST,CS,Balochistan,7.0
ST06870,40.4,68.9,18.9,47.5,1.0,0.866,0.941,1,"['NUST', 'GIKI', 'FAST']",No,None,Engineering,Sindh,7.0
ST06871,35.8,47.3,35.6,39.75,0.963,0.796,0.956,3,['COMSATS'],No,None,Business,Sindh,6.0
ST06872,44.6,51.1,30.6,41.28,1.0,1.0,0.925,1,['COMSATS'],No,None,Business,KPK,6.0
ST06873,45.8,82.6,27.2,56.8,0.999,0.922,0.957,2,"['GIKI', 'NUST', 'FAST']",Yes,GIKI,Engineering,KPK,7.8
ST06874,34.8,86.1,27.7,59.03,0.88,1.0,1.0,2,"['GIKI', 'COMSATS', 'FAST']",Yes,GIKI,CS,GB,7.8
ST06875,45.8,59.1,27.7,43.22,0.908,1.0,0.866,1,['COMSATS'],No,None,Business,KPK,6.0
ST06876,29.6,85.7,20.0,55.73,0.911,1.0,1.0,1,"['FAST', 'NUST', 'COMSATS']",No,None,CS,KPK,6.0
ST06877,42.1,59.5,35.6,45.59,0.95,1.0,1.0,3,['COMSATS'],No,None,Business,KPK,6.0
ST06878,52.5,68.8,22.9,48.51,1.0,0.988,0.817,1,['NUST'],No,None,Medicine,KPK,7.0
ST06879,44.1,54.1,14.5,42.18,1.0,0.983,0.99,1,"['UET', 'NUST', 'GIKI']",No,None,Engineering,Sindh,6.5
ST06880,53.5,68.4,31.9,55.14,1.0,1.0,0.993,1,"['NUST', 'GIKI', 'FAST']",Yes,NUST,Engineering,GB,7.0
ST06881,41.4,74.6,36.0,49.74,0.776,0.983,0.834,2,['NUST'],No,None,Medicine,Punjab,7.0
ST06882,35.0,51.2,28.7,38.15,1.0,0.974,0.911,1,['COMSATS'],No,None,Business,KPK,6.0
ST06883,35.8,62.2,38.2,46.0,1.0,0.924,1.0,1,['COMSATS'],No,None,Business,Balochistan,6.0
ST06884,56.4,91.8,28.3,64.94,1.0,0.986,0.953,3,"['NUST', 'UET', 'GIKI']",Yes,NUST,Engineering,Balochistan,7.0
ST06885,27.5,57.2,31.1,39.34,1.0,0.855,1.0,3,['COMSATS'],No,None,Business,Sindh,6.0
ST06886,38.9,82.7,29.8,58.98,0.989,0.83,1.0,3,"['GIKI', 'FAST', 'NUST']",Yes,GIKI,CS,Punjab,7.8
ST06887,54.1,85.8,15.3,59.02,0.997,0.983,1.0,3,"['NUST', 'FAST', 'GIKI']",Yes,NUST,Engineering,KPK,7.0
ST06888,25.5,59.2,38.5,42.5,0.964,1.0,1.0,2,['COMSATS'],Yes,COMSATS,Business,Sindh,6.0
ST06889,36.1,98.1,22.2,64.32,1.0,0.917,1.0,2,"['FAST', 'COMSATS', 'NUST']",Yes,FAST,CS,Balochistan,6.0
ST06890,32.1,57.0,23.3,37.3,0.972,0.948,0.977,1,['COMSATS'],No,None,Business,Punjab,6.0
ST06891,48.3,87.0,25.4,59.2,0.955,1.0,0.955,1,"['FAST', 'GIKI', 'NUST']",Yes,FAST,Engineering,KPK,6.0
ST06892,37.1,36.4,21.0,30.42,0.881,1.0,1.0,1,['COMSATS'],No,None,Business,Sindh,6.0
ST06893,24.5,88.0,23.0,55.95,1.0,1.0,0.849,3,"['FAST', 'GIKI', 'COMSATS']",No,None,CS,Sindh,6.0
ST06894,47.9,76.3,21.3,48.44,1.0,1.0,0.948,3,['NUST'],No,None,Medicine,Punjab,7.0
ST06895,48.0,85.5,15.6,56.52,1.0,0.972,0.971,2,"['UET', 'FAST', 'NUST']",No,None,Engineering,Balochistan,6.5
ST06896,52.3,91.7,14.2,60.44,1.0,1.0,0.976,2,"['GIKI', 'NUST', 'UET']",Yes,GIKI,Engineering,Balochistan,7.8
ST06897,35.7,91.2,17.5,59.81,1.0,0.949,0.904,2,"['COMSATS', 'GIKI', 'FAST']",Yes,COMSATS,CS,Sindh,6.0
ST06898,50.9,75.8,26.2,55.92,0.888,1.0,0.844,3,"['GIKI', 'UET', 'FAST']",Yes,GIKI,Engineering,Balochistan,7.8
ST06899,51.2,70.6,28.7,54.46,1.0,1.0,1.0,1,"['FAST', 'UET', 'GIKI']",No,None,Engineering,KPK,6.0
ST06900,28.8,87.9,18.1,50.3,1.0,0.923,0.934,1,"['NUST', 'GIKI', 'FAST']",No,None,Engineering,GB,7.0
ST06901,47.9,74.2,27.4,49.64,0.867,1.0,0.951,1,['NUST'],Yes,NUST,Medicine,KPK,7.0
ST06902,42.5,64.7,32.5,46.27,0.893,0.989,0.883,3,['COMSATS'],Yes,COMSATS,Business,Balochistan,6.0
ST06903,38.0,61.3,36.8,45.68,1.0,1.0,0.957,1,['COMSATS'],No,None,Business,KPK,6.0
ST06904,45.1,74.4,38.7,58.47,1.0,0.973,1.0,2,"['NUST', 'COMSATS', 'GIKI']",Yes,NUST,CS,Balochistan,7.0
ST06905,40.7,65.7,34.2,46.25,1.0,0.988,1.0,1,['NUST'],No,None,Medicine,KPK,7.0
ST06906,32.8,66.1,32.8,42.79,0.96,1.0,0.964,3,['NUST'],Yes,NUST,Medicine,Sindh,7.0
ST06907,24.7,78.5,17.8,38.77,0.945,0.88,1.0,1,['NUST'],No,None,Medicine,Sindh,7.0
ST06908,44.0,86.9,25.0,61.65,1.0,1.0,0.881,1,"['FAST', 'COMSATS', 'GIKI']",Yes,FAST,CS,KPK,6.0
ST06909,37.1,84.4,15.4,51.68,1.0,1.0,1.0,1,"['NUST', 'GIKI', 'FAST']",No,None,Engineering,Balochistan,7.0
ST06910,43.9,60.5,32.5,45.15,0.931,1.0,0.961,3,['COMSATS'],Yes,COMSATS,Business,Balochistan,6.0
ST06911,44.5,53.0,32.6,45.52,1.0,0.926,1.0,3,"['GIKI', 'NUST', 'UET']",No,None,Engineering,Sindh,7.8
ST06912,34.7,68.6,32.1,45.53,1.0,0.986,0.982,3,['COMSATS'],No,None,Business,Balochistan,6.0
ST06913,21.5,55.4,27.9,35.92,1.0,0.822,0.969,2,['COMSATS'],No,None,Business,Sindh,6.0
ST06914,59.6,74.3,28.5,54.68,1.0,1.0,0.933,2,['NUST'],No,None,Medicine,GB,7.0
ST06915,52.9,68.2,21.9,52.82,0.971,1.0,0.948,1,"['FAST', 'UET', 'NUST']",No,None,Engineering,GB,6.0
ST06916,28.3,69.5,23.9,48.02,0.989,1.0,1.0,3,"['FAST', 'COMSATS', 'NUST']",Yes,FAST,CS,Balochistan,6.0
ST06917,50.0,69.4,31.2,50.18,1.0,0.984,1.0,1,['NUST'],No,None,Medicine,Sindh,7.0
ST06918,53.8,88.9,21.9,64.97,0.869,1.0,0.947,3,"['FAST', 'GIKI', 'COMSATS']",Yes,FAST,CS,Sindh,6.0
ST06919,29.9,60.3,38.8,44.1,0.911,0.939,0.958,3,['COMSATS'],No,None,Business,KPK,6.0
ST06920,58.4,61.8,30.2,50.96,0.989,1.0,1.0,2,['NUST'],Yes,NUST,Medicine,Sindh,7.0
ST06921,54.7,99.6,22.0,66.12,0.998,1.0,0.953,3,"['GIKI', 'NUST', 'FAST']",Yes,GIKI,Engineering,KPK,7.8
ST06922,46.4,73.8,16.9,45.77,0.887,1.0,0.971,2,['NUST'],No,None,Medicine,KPK,7.0
ST06923,52.7,96.7,24.6,64.68,1.0,0.915,1.0,2,"['GIKI', 'NUST', 'UET']",No,None,Engineering,Sindh,7.8
ST06924,55.9,94.0,27.0,65.36,1.0,1.0,0.893,3,"['NUST', 'FAST', 'GIKI']",Yes,NUST,Engineering,KPK,7.0
ST06925,57.1,94.2,19.2,64.36,1.0,0.937,1.0,1,"['FAST', 'NUST', 'GIKI']",Yes,FAST,Engineering,Balochistan,6.0
ST06926,21.5,64.2,30.9,40.2,1.0,1.0,0.914,1,['COMSATS'],Yes,COMSATS,Business,Sindh,6.0
ST06927,41.8,56.6,38.5,45.25,0.858,1.0,0.979,2,['NUST'],Yes,NUST,Medicine,GB,7.0
ST06928,42.8,84.3,39.3,54.2,1.0,0.978,1.0,2,['NUST'],Yes,NUST,Medicine,GB,7.0
ST06929,52.7,79.0,21.5,56.98,1.0,1.0,0.982,1,"['GIKI', 'UET', 'NUST']",Yes,GIKI,Engineering,KPK,7.8
ST06930,54.6,82.7,20.2,61.77,0.832,0.974,0.937,2,"['GIKI', 'NUST', 'FAST']",No,None,CS,Sindh,7.8
ST06931,23.5,47.5,33.7,35.98,0.88,1.0,1.0,1,['COMSATS'],No,None,Business,KPK,6.0
ST06932,42.4,68.8,19.6,51.04,0.965,1.0,1.0,2,"['GIKI', 'COMSATS', 'FAST']",Yes,GIKI,CS,KPK,7.8
ST06933,55.2,73.1,36.3,54.9,1.0,0.896,1.0,3,['NUST'],No,None,Medicine,Punjab,7.0
ST06934,53.7,51.1,29.0,45.51,1.0,0.879,0.802,2,['NUST'],No,None,Medicine,Balochistan,7.0
ST06935,35.4,83.0,32.1,48.69,0.974,0.969,1.0,2,['NUST'],Yes,NUST,Medicine,Sindh,7.0
ST06936,27.6,83.0,30.8,45.18,1.0,1.0,0.809,2,['NUST'],Yes,NUST,Medicine,Sindh,7.0
ST06937,45.5,49.0,31.4,41.08,0.952,1.0,0.951,3,['COMSATS'],Yes,COMSATS,Business,Punjab,6.0
ST06938,38.3,55.5,33.7,42.48,1.0,1.0,1.0,2,['COMSATS'],No,None,Business,Sindh,6.0
ST06939,59.8,90.9,16.6,63.6,1.0,0.951,1.0,3,"['NUST', 'FAST', 'UET']",Yes,NUST,Engineering,KPK,7.0
ST06940,56.1,60.0,37.7,51.75,0.967,1.0,1.0,2,['NUST'],Yes,NUST,Medicine,Balochistan,7.0
ST06941,24.8,97.5,21.3,60.45,1.0,1.0,1.0,1,"['GIKI', 'NUST', 'COMSATS']",Yes,GIKI,CS,Balochistan,7.8
ST06942,37.3,77.1,35.8,52.92,0.998,0.89,1.0,3,"['NUST', 'UET', 'FAST']",No,None,Engineering,Punjab,7.0
ST06943,29.7,84.8,33.8,58.07,1.0,0.981,0.997,2,"['FAST', 'NUST', 'COMSATS']",Yes,FAST,CS,GB,6.0
ST06944,27.6,94.7,31.2,61.87,1.0,1.0,0.964,1,"['GIKI', 'NUST', 'COMSATS']",Yes,GIKI,CS,KPK,7.8
ST06945,37.7,65.8,25.1,42.35,0.837,1.0,0.77,1,['NUST'],Yes,NUST,Medicine,Balochistan,7.0
ST06946,39.1,97.5,16.9,58.02,0.931,1.0,1.0,2,"['NUST', 'UET', 'GIKI']",Yes,NUST,Engineering,Sindh,7.0
ST06947,54.8,72.4,18.7,54.62,1.0,0.867,0.894,3,"['NUST', 'FAST', 'UET']",No,None,Engineering,Punjab,7.0
ST06948,26.1,61.4,17.7,35.1,0.977,1.0,0.969,1,['COMSATS'],No,None,Business,Sindh,6.0
ST06949,33.9,72.4,19.7,46.46,1.0,1.0,1.0,3,"['GIKI', 'NUST', 'FAST']",No,None,Engineering,Sindh,7.8
ST06950,39.6,89.2,18.5,55.22,0.999,1.0,1.0,1,"['FAST', 'UET', 'NUST']",No,None,Engineering,Balochistan,6.0
ST06951,29.1,70.6,33.7,45.46,1.0,0.935,0.846,2,['COMSATS'],No,None,Business,Balochistan,6.0
ST06952,51.1,95.0,23.1,63.06,0.987,0.962,1.0,1,"['GIKI', 'NUST', 'FAST']",Yes,GIKI,Engineering,KPK,7.8
ST06953,44.7,43.9,28.6,37.98,0.992,1.0,1.0,1,['COMSATS'],No,None,Business,KPK,6.0
ST06954,44.1,63.6,21.9,42.04,1.0,0.979,0.917,1,['COMSATS'],No,None,Business,KPK,6.0
ST06955,41.1,46.9,34.8,40.61,1.0,1.0,1.0,2,['COMSATS'],No,None,Business,Balochistan,6.0
ST06956,29.4,79.2,34.8,55.38,0.999,0.94,0.938,2,"['COMSATS', 'GIKI', 'FAST']",Yes,COMSATS,CS,Sindh,6.0
ST06957,46.2,99.6,38.5,66.02,0.911,0.922,1.0,2,"['NUST', 'UET', 'FAST']",Yes,NUST,Engineering,Balochistan,7.0
ST06958,44.9,96.4,16.3,64.93,1.0,1.0,1.0,3,"['NUST', 'COMSATS', 'FAST']",Yes,NUST,CS,KPK,7.0
ST06959,42.4,89.5,34.5,59.66,1.0,0.974,1.0,2,"['NUST', 'GIKI', 'FAST']",Yes,NUST,Engineering,KPK,7.0
ST06960,25.1,72.0,23.6,40.92,0.927,0.796,1.0,1,['COMSATS'],No,None,Business,Punjab,6.0
ST06961,40.1,70.7,18.9,51.16,0.94,1.0,1.0,2,"['GIKI', 'FAST', 'COMSATS']",No,None,CS,Sindh,7.8
ST06962,55.2,63.8,27.2,49.38,1.0,0.929,1.0,3,['NUST'],Yes,NUST,Medicine,Punjab,7.0
ST06963,56.6,73.4,36.6,55.64,1.0,1.0,0.884,1,['NUST'],No,None,Medicine,Balochistan,7.0
ST06964,56.7,74.2,20.9,51.21,0.963,0.941,1.0,2,['NUST'],No,None,Medicine,GB,7.0
ST06965,43.3,82.8,22.2,54.88,1.0,0.835,1.0,1,"['UET', 'FAST', 'NUST']",Yes,UET,Engineering,Balochistan,6.5
ST06966,43.6,63.4,32.6,46.13,0.865,1.0,0.921,2,['COMSATS'],No,None,Business,Punjab,6.0
ST06967,40.7,69.6,23.7,44.27,1.0,1.0,0.96,2,['NUST'],No,None,Medicine,GB,7.0
ST06968,45.5,79.2,15.4,52.96,0.89,1.0,1.0,2,"['GIKI', 'NUST', 'FAST']",Yes,GIKI,Engineering,GB,7.8
ST06969,53.6,71.1,17.1,53.3,1.0,0.927,1.0,1,"['UET', 'NUST', 'FAST']",No,None,Engineering,Balochistan,6.5
ST06970,41.5,78.5,33.7,58.44,0.894,0.927,1.0,2,"['COMSATS', 'FAST', 'NUST']",Yes,COMSATS,CS,Punjab,6.0
ST06971,44.2,88.8,27.0,58.6,0.905,0.959,0.93,2,"['NUST', 'GIKI', 'FAST']",Yes,NUST,Engineering,GB,7.0
ST06972,31.0,98.5,28.5,64.25,0.928,0.903,1.0,1,"['FAST', 'NUST', 'GIKI']",Yes,FAST,CS,KPK,6.0
ST06973,21.2,49.4,30.8,32.54,0.938,0.912,0.911,1,['NUST'],No,None,Medicine,Balochistan,7.0
ST06974,50.7,71.9,25.4,49.47,1.0,1.0,0.951,1,['NUST'],No,None,Medicine,Balochistan,7.0
ST06975,34.3,94.7,15.2,60.68,1.0,0.867,0.913,2,"['NUST', 'FAST', 'GIKI']",Yes,NUST,CS,KPK,7.0
ST06976,30.3,70.4,36.6,46.86,0.89,0.981,1.0,2,['COMSATS'],No,None,Business,GB,6.0
ST06977,48.2,66.8,36.8,50.36,0.965,1.0,1.0,2,['NUST'],No,None,Medicine,Balochistan,7.0
ST06978,38.2,83.8,30.7,49.63,0.991,1.0,1.0,1,['NUST'],Yes,NUST,Medicine,Sindh,7.0
ST06979,55.8,70.0,39.4,54.21,0.859,0.966,0.876,3,['COMSATS'],Yes,COMSATS,Business,KPK,6.0
ST06980,51.7,90.0,33.5,67.21,1.0,1.0,1.0,1,"['NUST', 'GIKI', 'FAST']",Yes,NUST,CS,Sindh,7.0
ST06981,42.6,96.6,29.4,54.84,1.0,1.0,1.0,3,['NUST'],Yes,NUST,Medicine,Sindh,7.0
ST06982,46.0,64.1,16.3,42.52,1.0,0.883,1.0,3,['NUST'],No,None,Medicine,KPK,7.0
ST06983,35.0,64.6,31.4,43.92,0.963,0.907,1.0,1,['COMSATS'],Yes,COMSATS,Business,Punjab,6.0
