student_id,physics_marks,math_marks,english_marks,average_marks,time_physics_pct,time_math_pct,time_english_pct,number_of_attempts,university_choices,admission_status,admitted_university,preferred_field,region_preference,university_difficulty_index
ST01576,30.4,60.6,25.5,39.01,1.0,1.0,1.0,1,['COMSATS'],Yes,COMSATS,Business,KPK,6.0
ST01577,38.0,80.6,22.9,56.28,1.0,0.931,0.941,1,"['GIKI', 'FAST', 'NUST']",No,None,CS,Balochistan,7.8
ST01578,38.9,60.1,14.8,38.03,1.0,1.0,0.916,2,['NUST'],No,None,Medicine,Sindh,7.0
ST01579,54.4,71.5,34.1,57.18,1.0,1.0,1.0,1,"['FAST', 'NUST', 'GIKI']",Yes,FAST,Engineering,Sindh,6.0
ST01580,25.0,76.8,14.2,48.74,0.907,1.0,1.0,1,"['COMSATS', 'GIKI', 'NUST']",Yes,COMSATS,CS,GB,6.0
ST01581,53.2,63.8,36.8,51.46,0.982,0.984,0.9,2,['NUST'],No,None,Medicine,Balochistan,7.0
ST01582,34.8,92.6,16.5,60.04,1.0,0.826,0.955,2,"['GIKI', 'FAST', 'NUST']",No,None,CS,Punjab,7.8
ST01583,24.7,76.8,39.8,48.98,0.949,0.974,1.0,3,['COMSATS'],Yes,COMSATS,Business,KPK,6.0
ST01584,50.1,83.3,26.0,58.56,1.0,0.941,1.0,1,"['GIKI', 'UET', 'NUST']",Yes,GIKI,Engineering,Punjab,7.8
ST01585,57.0,76.2,26.4,53.58,0.721,0.976,1.0,3,['NUST'],No,None,Medicine,Punjab,7.0
ST01586,50.1,63.3,33.4,52.04,1.0,0.927,1.0,2,"['GIKI', 'UET', 'NUST']",Yes,GIKI,Engineering,KPK,7.8
ST01587,30.1,49.5,31.4,37.41,0.831,1.0,1.0,3,['COMSATS'],No,None,Business,Balochistan,6.0
ST01588,49.9,89.9,24.3,64.78,0.991,1.0,1.0,2,"['COMSATS', 'FAST', 'GIKI']",Yes,COMSATS,CS,Sindh,6.0
ST01589,56.2,74.3,15.7,55.34,1.0,1.0,1.0,1,"['FAST', 'GIKI', 'NUST']",Yes,FAST,Engineering,GB,6.0
ST01590,31.6,61.3,37.0,44.16,1.0,0.933,0.828,2,['COMSATS'],No,None,Business,GB,6.0
ST01591,41.1,73.5,30.2,55.12,1.0,1.0,0.925,1,"['NUST', 'COMSATS', 'FAST']",No,None,CS,KPK,7.0
ST01592,48.8,57.3,39.6,48.59,0.774,0.969,1.0,3,['NUST'],No,None,Medicine,Punjab,7.0
ST01593,34.2,82.7,22.5,51.26,0.975,1.0,0.953,1,"['NUST', 'FAST', 'GIKI']",No,None,Engineering,Balochistan,7.0
ST01594,47.6,55.2,38.7,47.21,0.93,0.816,0.979,2,['NUST'],No,None,Medicine,GB,7.0
ST01595,44.0,70.5,31.5,48.2,1.0,0.968,1.0,2,['NUST'],No,None,Medicine,GB,7.0
ST01596,26.2,95.0,16.4,58.64,0.956,0.943,1.0,2,"['GIKI', 'NUST', 'COMSATS']",Yes,GIKI,CS,Sindh,7.8
ST01597,37.0,48.1,21.1,34.53,0.969,0.959,1.0,2,['COMSATS'],No,None,Business,Punjab,6.0
ST01598,36.4,66.1,35.0,46.24,0.858,0.803,1.0,2,['COMSATS'],No,None,Business,GB,6.0
ST01599,46.0,65.8,37.2,49.3,1.0,0.887,1.0,2,['NUST'],Yes,NUST,Medicine,Sindh,7.0
ST01600,44.9,87.8,24.0,57.88,0.921,0.989,1.0,2,"['FAST', 'GIKI', 'NUST']",Yes,FAST,Engineering,KPK,6.0
ST01601,49.9,87.0,28.0,64.07,0.946,0.877,0.964,3,"['NUST', 'GIKI', 'FAST']",No,None,CS,Balochistan,7.0
ST01602,32.8,97.4,20.0,62.54,1.0,1.0,1.0,3,"['COMSATS', 'FAST', 'NUST']",Yes,COMSATS,CS,Punjab,6.0
ST01603,42.1,63.3,28.1,44.26,1.0,0.96,0.928,2,['NUST'],No,None,Medicine,Sindh,7.0
ST01604,33.6,79.5,37.4,48.51,1.0,1.0,0.923,2,['NUST'],Yes,NUST,Medicine,GB,7.0
ST01605,45.6,75.5,26.0,48.69,1.0,0.821,1.0,1,['NUST'],No,None,Medicine,KPK,7.0
ST01606,39.2,69.5,22.3,47.94,0.891,0.97,1.0,1,"['UET', 'FAST', 'GIKI']",No,None,Engineering,GB,6.5
ST01607,41.7,81.1,24.3,48.3,1.0,1.0,1.0,1,['NUST'],No,None,Medicine,GB,7.0
ST01608,51.9,66.9,32.5,50.58,1.0,0.992,1.0,2,['NUST'],No,None,Medicine,GB,7.0
ST01609,57.3,78.9,18.9,58.26,1.0,1.0,1.0,2,"['GIKI', 'FAST', 'UET']",No,None,Engineering,Sindh,7.8
ST01610,35.5,93.9,20.7,61.74,1.0,1.0,1.0,1,"['COMSATS', 'GIKI', 'FAST']",Yes,COMSATS,CS,Punjab,6.0
ST01611,46.4,86.5,24.3,58.02,0.895,1.0,0.967,3,"['UET', 'NUST', 'FAST']",Yes,UET,Engineering,GB,6.5
ST01612,57.9,71.6,37.8,55.98,0.888,0.986,1.0,2,['NUST'],No,None,Medicine,Sindh,7.0
ST01613,48.3,84.1,34.2,59.8,0.964,1.0,1.0,1,"['NUST', 'FAST', 'GIKI']",No,None,Engineering,Balochistan,7.0
ST01614,58.1,68.4,39.3,55.55,0.997,1.0,1.0,3,['NUST'],Yes,NUST,Medicine,Punjab,7.0
ST01615,40.0,90.1,18.8,60.81,0.988,1.0,1.0,3,"['NUST', 'FAST', 'COMSATS']",Yes,NUST,CS,Balochistan,7.0
ST01616,58.3,82.4,17.4,59.76,1.0,1.0,1.0,1,"['UET', 'FAST', 'GIKI']",Yes,UET,Engineering,KPK,6.5
ST01617,57.6,85.1,19.0,60.88,0.829,0.859,1.0,1,"['GIKI', 'NUST', 'UET']",No,None,Engineering,GB,7.8
ST01618,55.7,98.9,19.7,65.78,1.0,0.912,1.0,2,"['GIKI', 'NUST', 'FAST']",Yes,GIKI,Engineering,Punjab,7.8
ST01619,27.7,89.4,28.6,58.73,0.79,1.0,0.828,1,"['COMSATS', 'NUST', 'GIKI']",No,None,CS,Sindh,6.0
ST01620,47.0,54.8,19.8,38.85,1.0,1.0,0.812,2,['COMSATS'],Yes,COMSATS,Business,Punjab,6.0
ST01621,38.7,83.4,18.3,56.97,0.846,0.893,1.0,3,"['COMSATS', 'FAST', 'NUST']",Yes,COMSATS,CS,GB,6.0
ST01622,33.5,95.1,24.3,62.46,1.0,1.0,0.931,1,"['COMSATS', 'NUST', 'GIKI']",Yes,COMSATS,CS,KPK,6.0
ST01623,55.5,94.8,15.5,67.15,0.796,0.964,1.0,3,"['FAST', 'COMSATS', 'GIKI']",Yes,FAST,CS,GB,6.0
ST01624,55.5,77.1,39.8,57.27,1.0,0.894,0.962,3,['NUST'],Yes,NUST,Medicine,Balochistan,7.0
ST01625,54.2,67.5,36.2,52.79,0.977,1.0,0.816,3,['NUST'],Yes,NUST,Medicine,Punjab,7.0
ST01626,44.7,91.6,20.3,63.27,0.994,1.0,0.954,3,"['FAST', 'GIKI', 'COMSATS']",Yes,FAST,CS,Punjab,6.0
ST01627,33.8,66.7,38.7,47.28,1.0,1.0,1.0,1,['COMSATS'],No,None,Business,GB,6.0
ST01628,29.5,57.8,35.6,41.84,0.966,0.961,1.0,3,['COMSATS'],Yes,COMSATS,Business,Punjab,6.0
ST01629,50.6,93.8,29.7,63.7,0.881,0.901,1.0,3,"['UET', 'GIKI', 'NUST']",Yes,UET,Engineering,KPK,6.5
ST01630,26.5,53.2,38.6,40.68,1.0,1.0,0.929,2,['COMSATS'],No,None,Business,GB,6.0
ST01631,23.7,92.2,25.8,58.37,0.962,1.0,0.841,3,"['COMSATS', 'GIKI', 'FAST']",Yes,COMSATS,CS,Punjab,6.0
ST01632,38.9,95.6,22.5,63.97,1.0,1.0,1.0,3,"['GIKI', 'NUST', 'FAST']",Yes,GIKI,CS,Punjab,7.8
ST01633,28.8,53.7,37.6,41.04,1.0,0.925,0.928,2,['COMSATS'],No,None,Business,Balochistan,6.0
ST01634,40.7,79.4,15.2,51.08,1.0,1.0,1.0,1,"['NUST', 'UET', 'FAST']",No,None,Engineering,Punjab,7.0
ST01635,53.0,90.9,36.4,68.63,1.0,1.0,1.0,2,"['COMSATS', 'NUST', 'FAST']",Yes,COMSATS,CS,Balochistan,6.0
ST01636,27.1,70.9,37.7,43.42,1.0,1.0,1.0,1,['NUST'],Yes,NUST,Medicine,Balochistan,7.0
ST01637,51.6,98.5,15.2,63.08,1.0,0.877,1.0,1,"['NUST', 'GIKI', 'FAST']",Yes,NUST,Engineering,Sindh,7.0
ST01638,27.3,76.3,25.6,51.46,0.962,1.0,0.939,1,"['FAST', 'GIKI', 'NUST']",No,None,CS,Punjab,6.0
ST01639,52.7,60.5,29.5,48.08,0.844,1.0,1.0,1,['NUST'],No,None,Medicine,Sindh,7.0
ST01640,47.2,65.7,27.1,45.64,0.993,1.0,0.971,2,['COMSATS'],No,None,Business,Balochistan,6.0
ST01641,26.9,89.2,26.4,57.95,0.844,0.958,0.922,1,"['COMSATS', 'FAST', 'NUST']",No,None,CS,Sindh,6.0
ST01642,39.5,74.9,24.4,54.18,1.0,1.0,1.0,3,"['COMSATS', 'GIKI', 'FAST']",No,None,CS,KPK,6.0
ST01643,48.2,80.6,26.3,56.78,0.972,1.0,0.911,2,"['NUST', 'UET', 'GIKI']",Yes,NUST,Engineering,Sindh,7.0
ST01644,52.4,73.8,22.5,54.98,1.0,1.0,1.0,2,"['NUST', 'GIKI', 'FAST']",Yes,NUST,Engineering,KPK,7.0
ST01645,31.5,49.6,25.6,35.48,1.0,0.992,0.871,1,['COMSATS'],No,None,Business,Punjab,6.0
ST01646,53.9,79.1,18.8,56.96,1.0,0.969,0.961,1,"['UET', 'FAST', 'GIKI']",No,None,Engineering,Sindh,6.5
ST01647,49.2,85.3,30.5,59.9,1.0,0.971,1.0,1,"['FAST', 'NUST', 'GIKI']",Yes,FAST,Engineering,GB,6.0
ST01648,31.3,55.1,30.3,39.23,0.888,0.974,1.0,3,['COMSATS'],No,None,Business,GB,6.0
ST01649,41.6,94.7,26.7,65.17,0.954,0.932,1.0,1,"['GIKI', 'NUST', 'FAST']",Yes,GIKI,CS,Balochistan,7.8
ST01650,26.0,73.7,19.6,48.57,1.0,0.915,0.846,1,"['NUST', 'FAST', 'GIKI']",Yes,NUST,CS,GB,7.0
ST01651,44.4,90.5,19.0,62.37,0.805,0.926,1.0,1,"['COMSATS', 'GIKI', 'FAST']",Yes,COMSATS,CS,GB,6.0
ST01652,30.3,59.5,36.1,42.84,0.891,1.0,0.988,2,['COMSATS'],No,None,Business,Balochistan,6.0
ST01653,36.0,47.7,30.0,37.7,0.862,1.0,1.0,1,['COMSATS'],No,None,Business,Punjab,6.0
ST01654,30.3,52.7,29.9,36.9,1.0,0.925,0.995,1,['NUST'],No,None,Medicine,Balochistan,7.0
ST01655,53.1,93.0,26.8,67.79,0.935,0.791,1.0,2,"['FAST', 'COMSATS', 'NUST']",Yes,FAST,CS,Balochistan,6.0
ST01656,49.7,72.5,14.6,51.8,0.985,1.0,1.0,1,"['GIKI', 'NUST', 'FAST']",Yes,GIKI,Engineering,GB,7.8
ST01657,47.5,59.0,37.7,48.01,1.0,0.925,0.819,3,['NUST'],No,None,Medicine,Punjab,7.0
ST01658,28.0,93.5,21.5,59.45,0.884,1.0,0.964,1,"['FAST', 'GIKI', 'COMSATS']",No,None,CS,KPK,6.0
ST01659,41.5,76.3,27.0,47.59,0.97,0.973,0.97,1,['NUST'],Yes,NUST,Medicine,Sindh,7.0
ST01660,21.7,83.4,28.4,53.89,0.964,1.0,1.0,3,"['NUST', 'FAST', 'GIKI']",Yes,NUST,CS,GB,7.0
ST01661,36.9,92.9,25.8,57.08,1.0,1.0,1.0,1,"['UET', 'GIKI', 'NUST']",Yes,UET,Engineering,KPK,6.5
ST01662,35.3,80.1,29.6,56.56,1.0,0.958,0.995,2,"['COMSATS', 'NUST', 'FAST']",No,None,CS,Sindh,6.0
ST01663,46.7,94.8,33.8,63.36,0.936,1.0,1.0,2,"['NUST', 'GIKI', 'UET']",Yes,NUST,Engineering,Punjab,7.0
ST01664,31.3,61.7,30.7,41.7,0.932,0.987,0.939,1,['COMSATS'],No,None,Business,GB,6.0
ST01665,42.5,71.9,31.8,48.11,1.0,0.888,0.939,1,['NUST'],No,None,Medicine,Punjab,7.0
ST01666,56.1,99.1,20.7,66.22,1.0,0.998,1.0,2,"['UET', 'NUST', 'GIKI']",Yes,UET,Engineering,KPK,6.5
ST01667,44.3,54.5,37.2,45.03,1.0,0.889,0.884,3,['COMSATS'],Yes,COMSATS,Business,Balochistan,6.0
ST01668,49.0,93.0,20.9,60.98,1.0,1.0,1.0,2,"['GIKI', 'UET', 'NUST']",Yes,GIKI,Engineering,KPK,7.8
ST01669,40.2,81.7,21.1,52.98,0.975,0.905,0.927,1,"['GIKI', 'UET', 'FAST']",No,None,Engineering,KPK,7.8
ST01670,36.3,77.6,18.1,49.18,0.981,0.986,1.0,1,"['NUST', 'FAST', 'GIKI']",No,None,Engineering,Sindh,7.0
ST01671,53.5,80.5,24.8,58.56,1.0,1.0,0.922,1,"['UET', 'NUST', 'FAST']",Yes,UET,Engineering,GB,6.5
ST01672,53.3,58.6,21.8,49.12,1.0,0.974,0.882,2,"['NUST', 'FAST', 'UET']",Yes,NUST,Engineering,Balochistan,7.0
ST01673,59.6,84.2,30.9,63.7,1.0,0.811,0.931,3,"['NUST', 'GIKI', 'FAST']",Yes,NUST,Engineering,GB,7.0
ST01674,33.3,48.0,30.2,37.2,1.0,1.0,0.994,1,['COMSATS'],No,None,Business,Sindh,6.0
ST01675,52.4,86.8,14.7,62.06,1.0,0.978,0.973,3,"['NUST', 'FAST', 'COMSATS']",Yes,NUST,CS,KPK,7.0
ST01676,33.6,99.1,16.0,62.83,0.826,1.0,0.931,1,"['FAST', 'COMSATS', 'NUST']",Yes,FAST,CS,Punjab,6.0
ST01677,58.4,94.4,18.9,64.9,0.93,1.0,1.0,3,"['NUST', 'UET', 'GIKI']",Yes,NUST,Engineering,KPK,7.0
ST01678,31.8,59.9,35.5,41.34,1.0,0.881,0.963,3,['NUST'],Yes,NUST,Medicine,KPK,7.0
ST01679,38.3,77.5,39.8,54.28,0.942,1.0,1.0,3,"['FAST', 'UET', 'GIKI']",Yes,FAST,Engineering,GB,6.0
ST01680,44.1,82.1,32.3,60.74,0.84,0.881,1.0,2,"['GIKI', 'COMSATS', 'NUST']",No,None,CS,KPK,7.8
ST01681,47.9,69.9,23.7,47.24,0.895,0.83,1.0,2,['NUST'],Yes,NUST,Medicine,Punjab,7.0
ST01682,38.0,97.6,20.7,64.34,1.0,0.946,0.96,2,"['NUST', 'COMSATS', 'FAST']",Yes,NUST,CS,Balochistan,7.0
ST01683,39.5,87.6,15.5,58.75,0.933,0.848,1.0,2,"['NUST', 'COMSATS', 'FAST']",No,None,CS,Punjab,7.0
ST01684,30.9,59.2,37.7,43.53,0.874,1.0,0.877,2,['COMSATS'],No,None,Business,KPK,6.0
ST01685,34.6,84.8,30.4,53.84,0.93,1.0,0.858,2,"['GIKI', 'FAST', 'NUST']",Yes,GIKI,Engineering,GB,7.8
ST01686,30.9,93.0,34.5,62.67,1.0,1.0,1.0,3,"['COMSATS', 'FAST', 'GIKI']",Yes,COMSATS,CS,Sindh,6.0
ST01687,25.9,92.8,24.3,59.03,0.904,0.972,1.0,1,"['FAST', 'NUST', 'GIKI']",Yes,FAST,CS,GB,6.0
ST01688,43.6,94.3,17.1,63.65,0.992,1.0,1.0,2,"['FAST', 'COMSATS', 'GIKI']",Yes,FAST,CS,Punjab,6.0
ST01689,31.3,53.4,31.4,39.07,1.0,1.0,1.0,1,['COMSATS'],Yes,COMSATS,Business,GB,6.0
ST01690,50.6,70.7,32.4,51.17,1.0,1.0,1.0,2,['NUST'],No,None,Medicine,GB,7.0
ST01691,39.8,91.8,20.8,56.8,0.962,1.0,1.0,2,"['UET', 'FAST', 'GIKI']",Yes,UET,Engineering,Sindh,6.5
ST01692,30.4,58.2,23.1,42.84,1.0,0.971,0.961,1,"['FAST', 'COMSATS', 'NUST']",No,None,CS,Balochistan,6.0
ST01693,30.7,82.8,15.8,53.77,0.929,1.0,1.0,1,"['NUST', 'COMSATS', 'GIKI']",Yes,NUST,CS,Sindh,7.0
ST01694,48.9,88.4,30.1,64.89,0.97,0.903,0.954,1,"['NUST', 'COMSATS', 'FAST']",No,None,CS,Punjab,7.0
ST01695,54.8,70.7,32.4,52.85,1.0,0.907,0.97,1,['NUST'],Yes,NUST,Medicine,KPK,7.0
ST01696,48.8,56.9,30.1,44.15,1.0,1.0,1.0,3,['COMSATS'],Yes,COMSATS,Business,GB,6.0
ST01697,41.3,78.6,20.4,55.77,1.0,0.885,0.952,3,"['GIKI', 'FAST', 'COMSATS']",Yes,GIKI,CS,Punjab,7.8
ST01698,51.4,61.2,22.1,45.55,0.99,1.0,0.961,1,['NUST'],Yes,NUST,Medicine,Balochistan,7.0
ST01699,56.4,60.9,24.9,48.3,1.0,0.933,1.0,2,['NUST'],Yes,NUST,Medicine,Punjab,7.0
ST01700,38.6,50.0,17.5,35.69,0.991,0.888,1.0,1,['NUST'],Yes,NUST,Medicine,Sindh,7.0
ST01701,30.9,56.1,39.0,42.96,1.0,1.0,0.966,2,['COMSATS'],No,None,Business,Sindh,6.0
ST01702,29.9,58.1,33.4,41.17,0.751,1.0,0.954,1,['COMSATS'],Yes,COMSATS,Business,Punjab,6.0
ST01703,59.4,77.2,30.1,55.95,1.0,0.906,0.972,2,['NUST'],Yes,NUST,Medicine,KPK,7.0
ST01704,42.0,44.0,35.8,40.74,1.0,0.925,0.816,1,['NUST'],No,None,Medicine,Sindh,7.0
ST01705,35.6,61.6,38.4,44.24,1.0,1.0,1.0,3,['NUST'],No,None,Medicine,GB,7.0
ST01706,60.0,82.9,27.0,62.56,0.938,0.957,1.0,1,"['NUST', 'FAST', 'GIKI']",Yes,NUST,Engineering,Balochistan,7.0
ST01707,33.9,64.8,34.5,44.96,0.945,0.959,0.93,1,['COMSATS'],No,None,Business,GB,6.0
ST01708,41.2,87.3,19.2,59.85,0.951,0.897,0.937,2,"['GIKI', 'COMSATS', 'NUST']",Yes,GIKI,CS,Sindh,7.8
ST01709,50.0,76.5,34.7,57.54,0.994,0.93,0.911,2,"['GIKI', 'FAST', 'NUST']",Yes,GIKI,Engineering,GB,7.8
ST01710,51.8,65.1,33.7,50.36,0.916,1.0,0.879,3,['NUST'],Yes,NUST,Medicine,Sindh,7.0
ST01711,33.6,72.6,38.6,49.25,0.999,0.902,0.906,2,['COMSATS'],Yes,COMSATS,Business,GB,6.0
ST01712,50.9,94.6,39.1,66.02,1.0,0.959,0.832,1,"['NUST', 'GIKI', 'FAST']",No,None,Engineering,KPK,7.0
ST01713,44.3,46.6,35.5,41.58,0.959,0.867,0.927,2,['COMSATS'],No,None,Business,GB,6.0
ST01714,52.2,73.2,18.2,53.8,1.0,0.983,0.975,1,"['FAST', 'UET', 'NUST']",Yes,FAST,Engineering,GB,6.0
ST01715,49.5,77.5,16.6,54.12,1.0,0.944,1.0,1,"['FAST', 'NUST', 'UET']",Yes,FAST,Engineering,GB,6.0
ST01716,29.6,56.0,33.3,40.32,1.0,0.942,0.957,3,['COMSATS'],No,None,Business,KPK,6.0
ST01717,47.1,68.7,33.8,49.59,0.882,0.899,0.819,1,['NUST'],No,None,Medicine,Punjab,7.0
ST01718,54.3,67.0,25.3,47.14,0.954,0.942,0.969,2,['COMSATS'],Yes,COMSATS,Business,Sindh,6.0
ST01719,35.2,68.8,36.2,47.36,0.866,0.953,1.0,2,['COMSATS'],No,None,Business,KPK,6.0
ST01720,46.1,74.4,33.8,51.08,0.933,1.0,1.0,3,['COMSATS'],No,None,Business,Sindh,6.0
ST01721,52.7,78.6,22.4,57.0,1.0,0.866,0.972,3,"['NUST', 'GIKI', 'UET']",Yes,NUST,Engineering,GB,7.0
ST01722,28.0,80.2,29.0,46.67,1.0,0.958,0.894,2,['COMSATS'],Yes,COMSATS,Business,Punjab,6.0
ST01723,46.8,65.7,30.1,46.74,1.0,1.0,1.0,3,['COMSATS'],No,None,Business,Sindh,6.0
ST01724,57.8,94.4,25.2,65.92,1.0,1.0,0.905,3,"['FAST', 'GIKI', 'UET']",Yes,FAST,Engineering,KPK,6.0
ST01725,56.9,60.4,39.2,54.76,0.866,0.987,0.967,3,"['NUST', 'UET', 'GIKI']",Yes,NUST,Engineering,KPK,7.0
ST01726,51.1,74.3,21.8,54.52,0.954,1.0,0.89,3,"['FAST', 'NUST', 'UET']",Yes,FAST,Engineering,Punjab,6.0
ST01727,41.2,89.5,39.9,55.3,0.942,1.0,0.951,1,['NUST'],No,None,Medicine,Balochistan,7.0
ST01728,34.8,59.9,27.0,40.47,0.92,0.937,1.0,2,['COMSATS'],No,None,Business,KPK,6.0
ST01729,47.6,62.1,31.5,46.24,1.0,1.0,0.903,2,['COMSATS'],No,None,Business,Balochistan,6.0
ST01730,48.6,48.6,19.5,36.96,1.0,0.873,0.979,2,['COMSATS'],No,None,Business,KPK,6.0
ST01731,55.1,94.7,22.9,64.5,0.913,1.0,0.98,2,"['GIKI', 'NUST', 'UET']",Yes,GIKI,Engineering,Balochistan,7.8
ST01732,27.9,62.3,25.0,44.52,1.0,1.0,1.0,1,"['FAST', 'COMSATS', 'GIKI']",No,None,CS,GB,6.0
ST01733,53.7,43.5,38.6,44.09,1.0,0.943,1.0,2,['COMSATS'],No,None,Business,GB,6.0
ST01734,28.0,87.3,22.0,56.45,1.0,1.0,1.0,2,"['NUST', 'FAST', 'GIKI']",Yes,NUST,CS,Sindh,7.0
ST01735,50.9,65.8,31.7,54.51,0.983,1.0,0.835,2,"['FAST', 'NUST', 'COMSATS']",Yes,FAST,CS,Punjab,6.0
ST01736,37.3,67.4,39.1,48.56,0.968,0.9,1.0,2,['COMSATS'],No,None,Business,GB,6.0
ST01737,49.6,78.6,31.1,52.75,0.951,0.943,0.971,2,['NUST'],No,None,Medicine,Sindh,7.0
ST01738,31.2,85.6,21.4,56.44,0.96,0.955,1.0,1,"['FAST', 'GIKI', 'COMSATS']",No,None,CS,KPK,6.0
ST01739,33.4,65.0,26.4,40.78,0.982,0.962,1.0,1,['NUST'],Yes,NUST,Medicine,Sindh,7.0
ST01740,26.8,46.2,39.7,38.75,0.92,1.0,1.0,3,['COMSATS'],No,None,Business,Punjab,6.0
ST01741,41.7,68.0,37.4,49.18,0.917,0.736,0.871,3,['COMSATS'],No,None,Business,Punjab,6.0
ST01742,58.2,94.5,38.4,68.76,1.0,1.0,0.952,2,"['NUST', 'GIKI', 'FAST']",Yes,NUST,Engineering,KPK,7.0
ST01743,55.0,72.5,15.3,54.06,0.96,0.997,1.0,1,"['GIKI', 'UET', 'NUST']",No,None,Engineering,Balochistan,7.8
ST01744,49.4,65.7,16.2,49.28,0.88,0.893,0.957,1,"['FAST', 'GIKI', 'UET']",No,None,Engineering,Sindh,6.0
ST01745,56.5,83.0,16.0,59.0,0.997,0.911,0.964,3,"['FAST', 'UET', 'NUST']",Yes,FAST,Engineering,GB,6.0
ST01746,57.6,96.4,31.1,67.82,0.878,0.949,0.911,3,"['UET', 'FAST', 'GIKI']",Yes,UET,Engineering,KPK,6.5
ST01747,49.1,85.4,38.4,61.48,1.0,1.0,1.0,1,"['NUST', 'UET', 'GIKI']",No,None,Engineering,Sindh,7.0
ST01748,51.6,84.4,33.8,64.44,0.902,1.0,0.939,1,"['NUST', 'COMSATS', 'FAST']",Yes,NUST,CS,Sindh,7.0
ST01749,39.5,85.5,33.9,61.38,0.956,0.973,0.963,2,"['FAST', 'GIKI', 'COMSATS']",Yes,FAST,CS,GB,6.0
ST01750,43.9,76.9,23.1,52.94,1.0,1.0,0.989,1,"['GIKI', 'NUST', 'FAST']",Yes,GIKI,Engineering,GB,7.8
ST01751,33.2,71.9,32.0,46.26,0.956,0.931,1.0,2,['COMSATS'],No,None,Business,GB,6.0
ST01752,29.5,86.3,28.2,57.64,0.92,0.985,0.945,3,"['GIKI', 'NUST', 'COMSATS']",Yes,GIKI,CS,Punjab,7.8
ST01753,39.0,71.3,21.3,43.22,0.983,1.0,1.0,1,['COMSATS'],Yes,COMSATS,Business,Punjab,6.0
ST01754,39.8,78.4,29.6,53.2,1.0,0.869,1.0,3,"['FAST', 'GIKI', 'NUST']",No,None,Engineering,Balochistan,6.0
ST01755,35.1,72.3,32.9,47.24,0.967,1.0,0.959,3,['COMSATS'],Yes,COMSATS,Business,Balochistan,6.0
ST01756,47.2,50.5,36.3,44.92,1.0,1.0,0.814,1,['NUST'],No,None,Medicine,GB,7.0
ST01757,56.8,97.8,21.2,66.08,1.0,0.833,1.0,2,"['FAST', 'GIKI', 'UET']",Yes,FAST,Engineering,Punjab,6.0
ST01758,48.3,91.1,24.5,60.66,1.0,0.804,1.0,3,"['NUST', 'GIKI', 'UET']",Yes,NUST,Engineering,GB,7.0
ST01759,34.2,96.1,27.6,63.83,0.876,1.0,1.0,3,"['COMSATS', 'NUST', 'GIKI']",Yes,COMSATS,CS,Sindh,6.0
ST01760,33.4,64.1,22.7,39.86,1.0,0.959,0.995,2,['COMSATS'],Yes,COMSATS,Business,Punjab,6.0
ST01761,51.9,55.1,25.1,44.82,0.867,1.0,1.0,1,['NUST'],Yes,NUST,Medicine,KPK,7.0
ST01762,50.1,90.5,21.2,60.48,1.0,1.0,0.898,2,"['GIKI', 'NUST', 'UET']",No,None,Engineering,KPK,7.8
ST01763,53.6,93.3,26.3,67.99,1.0,1.0,0.816,2,"['GIKI', 'FAST', 'NUST']",Yes,GIKI,CS,Balochistan,7.8
ST01764,54.3,93.6,20.0,67.09,0.761,0.922,0.898,1,"['FAST', 'COMSATS', 'NUST']",Yes,FAST,CS,KPK,6.0
ST01765,39.4,88.1,30.9,51.46,1.0,0.979,0.958,3,['NUST'],Yes,NUST,Medicine,Balochistan,7.0
ST01766,45.2,88.4,27.3,63.22,0.98,1.0,0.96,2,"['GIKI', 'FAST', 'NUST']",Yes,GIKI,CS,Punjab,7.8
ST01767,52.4,84.0,24.3,59.42,1.0,0.829,0.944,2,"['NUST', 'GIKI', 'FAST']",Yes,NUST,Engineering,Sindh,7.0
ST01768,45.6,86.9,17.6,60.65,1.0,0.96,0.985,1,"['GIKI', 'COMSATS', 'NUST']",No,None,CS,Sindh,7.8
ST01769,44.6,90.1,22.9,63.01,1.0,0.936,1.0,2,"['NUST', 'COMSATS', 'FAST']",Yes,NUST,CS,KPK,7.0
ST01770,44.0,69.1,26.0,46.13,1.0,1.0,0.943,3,['NUST'],No,None,Medicine,Balochistan,7.0
ST01771,29.2,67.2,39.9,46.78,0.919,0.995,1.0,2,['COMSATS'],Yes,COMSATS,Business,KPK,6.0
ST01772,45.1,83.0,23.9,59.81,1.0,1.0,1.0,2,"['FAST', 'NUST', 'COMSATS']",Yes,FAST,CS,KPK,6.0
ST01773,32.7,75.3,29.6,46.37,0.927,1.0,0.906,3,['COMSATS'],No,None,Business,Punjab,6.0
ST01774,37.0,67.8,18.7,45.66,1.0,0.905,1.0,1,"['UET', 'FAST', 'GIKI']",No,None,Engineering,Balochistan,6.5
ST01775,34.8,78.4,33.1,47.37,1.0,1.0,0.989,2,['NUST'],No,None,Medicine,Punjab,7.0
ST01776,44.5,71.1,14.6,51.82,0.962,0.87,0.944,3,"['FAST', 'GIKI', 'NUST']",Yes,FAST,CS,Sindh,6.0
ST01777,32.8,57.8,24.4,38.19,1.0,1.0,0.982,2,['COMSATS'],No,None,Business,Sindh,6.0
ST01778,27.9,57.9,35.5,41.44,0.847,0.928,1.0,3,['COMSATS'],No,None,Business,GB,6.0
